,num_reads
LBR,509.0
ENAH,2.0
SRP9,1177.0
EPHX1,19.0
RP11-285F7.2,48.0
TMEM63A,495.0
PYCR2,453.0
SDE2,83.0
H3F3A,5425.0
ACBD3,94.0
MIXL1,3.0
LIN9,33.0
PARP1,655.0
ITPKB,172.0
ITPKB-AS1,41.0
PSEN2,1.0
ADCK3,219.0
CDC42BPA,2.0
CTD-2090I13.1,50.0
ZNF678,13.0
SNAP47,217.0
JMJD4,84.0
ARF1,1175.0
C1orf35,308.0
MRPL55,456.0
GUK1,1119.0
IBA57,63.0
C1orf145,7.0
OBSCN,37.0
TRIM11,153.0
HIST3H2A,95.0
HIST3H2BB,4.0
RNF187,355.0
RHOU,7.0
RAB4A,232.0
RP4-803J11.2,3.0
CCSAP,6.0
NUP133,56.0
ABCB10,24.0
TAF5L,25.0
URB2,18.0
GALNT2,48.0
COG2,109.0
C1orf198,16.0
TTC13,43.0
ARV1,95.0
FAM89A,54.0
C1orf131,245.0
GNPAT,215.0
EXOC8,34.0
SPRTN,138.0
EGLN1,179.0
RP11-295G20.2,18.0
TSNAX,277.0
DISC1,38.0
MAP10,13.0
NTPCR,108.0
PCNXL2,94.0
RP5-862P8.2,6.0
SLC35F3,11.0
RP5-827C21.6,15.0
RP5-827C21.4,85.0
COA6,354.0
TARBP1,142.0
IRF2BP2,301.0
RP4-781K5.2,2.0
TOMM20,1388.0
RBM34,69.0
ARID4B,905.0
GGPS1,414.0
TBCE,41.0
B3GALNT2,77.0
LYST,80.0
GPR137B,21.0
ERO1B,223.0
EDARADD,15.0
LGALS8,236.0
LGALS8-AS1,4.0
RP11-385F5.5,2.0
RP11-385F5.4,2.0
HEATR1,55.0
MTR,136.0
RP11-177F15.1,2.0
RP11-544D21.2,3.0
CHRM3-AS2,217.0
GREM2,4.0
FH,117.0
OPN3,41.0
CHML,22.0
CEP170,63.0
SDCCAG8,234.0
AKT3,71.0
ZBTB18,70.0
RP11-518L10.5,4.0
ADSS,295.0
C1orf101,4.0
DESI2,118.0
COX20,359.0
HNRNPU-AS1,173.0
HNRNPU,1214.0
RP11-156E8.1,8.0
EFCAB2,16.0
SMYD3,49.0
TFB2M,67.0
CNST,147.0
SCCPDH,41.0
AHCTF1,84.0
ZNF670,17.0
ZNF669,81.0
C1orf229,3.0
ZNF124,58.0
RP11-488L18.10,141.0
RP11-488L18.8,1.0
ZNF496,25.0
NLRP3,5.0
TRIM58,21.0
SH3BP5L,53.0
ZNF672,106.0
ZNF692,78.0
PGBD2,56.0
SH3YL1,471.0
ACP1,562.0
TMEM18,184.0
AC116614.1,7.0
SNTG2,4.0
MYT1L,4.0
TSSC1,143.0
TRAPPC12,152.0
TRAPPC12-AS1,67.0
ADI1,538.0
AC142528.1,79.0
AC108488.4,10.0
RNASEH1,157.0
RNASEH1-AS1,84.0
RPS7,19391.0
COLEC11,3.0
CMPK2,15.0
RSAD2,13.0
RP11-439M11.1,4.0
RNF144A,44.0
AC092580.4,189.0
AC011747.4,4.0
ID2,327.0
RP11-434B12.1,3.0
KIDINS220,129.0
MBOAT2,3.0
ITGB1BP1,315.0
CPSF3,83.0
IAH1,458.0
ADAM17,156.0
RP11-400L8.2,4.0
RP11-214N9.1,13.0
YWHAQ,647.0
TAF1B,66.0
RP11-95D17.1,21.0
GRHL1,8.0
RP11-254F7.2,6.0
KLF11,6.0
HPCAL1,489.0
ODC1,366.0
RP11-320M2.1,6.0
NOL10,119.0
RN7SL832P,17.0
PDIA6,498.0
PQLC3,196.0
ROCK2,49.0
E2F6,49.0
LPIN1,361.0
TRIB2,137.0
NBAS,50.0
DDX1,363.0
SMC6,127.0
GEN1,6.0
RDH14,241.0
LINC00954,251.0
TTC32,120.0
RP11-79O8.1,3.0
WDR35,8.0
LAPTM4A,628.0
PUM2,221.0
RHOB,8.0
HS1BP3,74.0
GDF7,2.0
RP11-130L8.1,6.0
LDAH,44.0
KLHL29,9.0
ATAD2B,83.0
UBXN2A,181.0
MFSD2B,14.0
C2orf44,26.0
SF3B6,962.0
FAM228B,116.0
FAM228A,2.0
ITSN2,592.0
NCOA1,111.0
PTRHD1,289.0
CENPO,11.0
ADCY3,3.0
DNAJC27,32.0
DNAJC27-AS1,27.0
EFR3B,3.0
POMC,79.0
DNMT3A,234.0
AC012074.2,4.0
DTNB,116.0
ASXL2,118.0
KIF3C,3.0
RAB10,302.0
GAREM2,5.0
HADHA,779.0
HADHB,276.0
ADGRF3,4.0
EPT1,15.0
SLC35F6,151.0
MAPRE3,16.0
TMEM214,75.0
AGBL5,30.0
RP11-195B17.1,7.0
OST4,3603.0
EMILIN1,3.0
KHK,36.0
ABHD1,15.0
PREB,129.0
TCF23,0.0
SLC5A6,55.0
ATRAID,750.0
CAD,49.0
UCN,23.0
MPV17,175.0
GTF3C2,91.0
AC074117.10,234.0
EIF2B4,160.0
SNX17,476.0
ZNF513,11.0
PPM1G,492.0
NRBP1,264.0
KRTCAP3,20.0
IFT172,23.0
ZNF512,119.0
CCDC121,10.0
GPN1,137.0
SUPT7L,81.0
SLC4A1AP,123.0
MRPL33,730.0
RBKS,7.0
BRE,118.0
FOSL2,8.0
PPP1CB,775.0
TRMT61B,91.0
WDR43,227.0
FAM179A,5.0
CLIP4,61.0
AC016907.3,4.0
YPEL5,444.0
LBH,1301.0
LCLAT1,41.0
EHD3,5.0
RP11-1057B6.1,3.0
MEMO1,81.0
DPY30,520.0
SPAST,37.0
RP11-563N4.1,13.0
SLC30A6,35.0
YIPF4,572.0
AL133245.2,41.0
BIRC6,258.0
BIRC6-AS2,2.0
TTC27,53.0
RASGRP3,13.0
FAM98A,67.0
AC012593.1,2.0
CRIM1,3.0
FEZ2,97.0
STRN,62.0
HEATR5B,56.0
GPATCH11,89.0
EIF2AK2,159.0
CEBPZOS,509.0
CEBPZ,446.0
NDUFAF7,93.0
PRKD3,234.0
QPCT,7.0
AC006369.2,28.0
CDC42EP3,187.0
RMDN2,21.0
ATL2,55.0
HNRNPLL,73.0
GALM,133.0
SRSF7,1557.0
GEMIN6,131.0
DHX57,48.0
MORN2,18.0
SOS1,72.0
MAP4K3,9.0
AC007246.3,42.0
THUMPD2,61.0
EML4,501.0
COX7A2L,1631.0
MTA3,63.0
AC093609.1,5.0
ZFP36L2,2346.0
AC010883.5,6.0
THADA,81.0
PLEKHH2,26.0
DYNC2LI1,20.0
LRPPRC,195.0
RP11-559M23.1,6.0
PPM1B,325.0
SLC3A1,5.0
PREPL,183.0
CAMKMT,61.0
SRBD1,56.0
PRKCE,11.0
ATP6V1E2,117.0
RHOQ,19.0
PIGF,101.0
CRIPT,201.0
SOCS5,14.0
RP11-333I13.1,2.0
LINC01118,4.0
AC016722.4,0.0
MCFD2,142.0
TTC7A,21.0
AC073283.7,2.0
CALM2,2445.0
BCYRN1,9.0
MSH2,102.0
KCNK12,13.0
MSH6,130.0
FBXO11,156.0
AC079807.2,7.0
FOXN2,113.0
RP11-191L17.1,6.0
PPP1R21,128.0
STON1,5.0
ASB3,37.0
CHAC2,40.0
ERLEC1,249.0
PSME4,135.0
ACYP2,156.0
RP11-477N3.1,8.0
SPTBN1,215.0
EML6,4.0
RTN4,634.0
CLHC1,35.0
RPS27A,78961.0
MTIF2,110.0
AC012358.8,20.0
CCDC88A,41.0
CFAP36,454.0
PPP4R3B,314.0
RP11-554J4.1,56.0
PNPT1,139.0
VRK2,35.0
FANCL,6.0
BCL11A,4.0
PAPOLG,89.0
REL,229.0
PUS10,32.0
PEX13,101.0
KIAA1841,13.0
C2orf74,219.0
AHSA2,104.0
USP34,306.0
RP11-355B11.2,25.0
XPO1,340.0
FAM161A,53.0
CCT4,954.0
AC107081.5,4.0
COMMD1,281.0
B3GNT2,72.0
EHBP1,60.0
AC009501.4,13.0
WDPCP,40.0
MDH1,514.0
UGP2,653.0
VPS54,41.0
PELI1,58.0
AC074289.1,11.0
RP11-568N6.1,3.0
AFTPH,156.0
SERTAD2,92.0
SLC1A4,21.0
CEP68,248.0
RAB1A,280.0
ACTR2,1055.0
AC092669.3,32.0
ETAA1,25.0
C1D,332.0
WDR92,58.0
PNO1,121.0
PPP3R1,133.0
RP11-474G23.2,2.0
RP11-474G23.3,16.0
PLEK,35.0
FBXO48,62.0
APLF,24.0
ARHGAP25,371.0
GFPT1,79.0
NFU1,193.0
AAK1,1227.0
ANXA4,51.0
GMCL1,284.0
SNRNP27,343.0
MXD1,23.0
ASPRV1,4.0
PCBP1,2220.0
C2orf42,62.0
TIA1,157.0
PCYOX1,126.0
SNRPG,1366.0
FAM136A,177.0
TGFA,8.0
ADD2,7.0
ATP6V1B1,3.0
TEX261,109.0
NAGK,242.0
RP11-467P9.1,5.0
MCEE,81.0
MPHOSPH10,405.0
PAIP2B,41.0
ZNF638,361.0
EXOC6B,11.0
SFXN5,67.0
RAB11FIP5,22.0
SMYD5,46.0
PRADC1,98.0
CCT7,620.0
FBXO41,7.0
ALMS1,35.0
TPRKB,361.0
DUSP11,293.0
STAMBP,115.0
DGUOK,625.0
DGUOK-AS1,3.0
TET3,16.0
BOLA3,211.0
BOLA3-AS1,8.0
MOB1A,322.0
RP11-287D1.2,22.0
MTHFD2,258.0
SLC4A5,7.0
DCTN1,131.0
C2orf81,19.0
WDR54,234.0
INO80B,42.0
WBP1,13.0
MOGS,127.0
MRPL53,154.0
CCDC142,95.0
TTC31,82.0
PCGF1,74.0
AUP1,424.0
HTRA2,146.0
DOK1,121.0
SEMA4F,35.0
RP11-259N19.1,1.0
HK2,3.0
AC104135.2,2.0
POLE4,512.0
MRPL19,194.0
GCFC2,100.0
RP11-342K6.1,3.0
SUCLG1,393.0
DNAH6,8.0
TRABD2A,567.0
TMSB10,20656.0
KCMF1,123.0
TCF7L1,2.0
TGOLN2,496.0
RETSAT,26.0
ELMOD3,211.0
CAPG,41.0
MAT2A,281.0
GGCX,57.0
VAMP8,964.0
VAMP5,416.0
RNF181,427.0
TMEM150A,63.0
USP39,114.0
C2orf68,400.0
GNLY,480.0
ST3GAL5,78.0
POLR1A,24.0
PTCD3,268.0
IMMT,252.0
RP11-301O19.1,25.0
MRPL35,141.0
REEP1,3.0
KDM3A,124.0
CHMP3,524.0
RNF103,30.0
RMND5A,118.0
CD8B,2.0
PLGLB1,12.0
AC133644.2,10.0
LINC00152,143.0
RP11-1399P15.1,88.0
KRCC1,397.0
THNSL2,6.0
EIF2AK3,18.0
AC062029.1,24.0
RPIA,347.0
IGKC,1.0
TEKT4,0.0
AC103563.8,2.0
MAL,776.0
MRPS5,436.0
ZNF514,72.0
ZNF2,33.0
FAHD2A,99.0
RP11-440D17.3,3.0
LINC00342,29.0
ANKRD36C,225.0
GPAT2,9.0
DUSP2,70.0
STARD7,166.0
TMEM127,70.0
CIAO1,171.0
SNRNP200,418.0
AC021188.4,5.0
ITPRIPL1,9.0
ARID5A,340.0
KANSL3,68.0
LMAN2L,40.0
CNNM4,7.0
CNNM3,18.0
ANKRD23,7.0
ANKRD39,104.0
SEMA4C,49.0
FAM178B,9.0
FAHD2B,29.0
ANKRD36,172.0
AC159540.1,189.0
ANKRD36B,124.0
COX5B,1741.0
ACTR1B,216.0
LINC01125,12.0
ZAP70,430.0
TMEM131,61.0
INPP4A,299.0
COA5,205.0
UNC50,252.0
MGAT4A,607.0
AC109826.1,60.0
KIAA1211L,7.0
TSGA10,183.0
C2orf15,32.0
RP11-111H13.1,1.0
LIPT1,124.0
RP11-38C17.1,3.0
MITD1,504.0
MRPL30,110.0
LYG2,57.0
LYG1,5.0
TXNDC9,270.0
EIF5B,971.0
REV1,170.0
AFF3,13.0
CHST10,6.0
PDCL3,281.0
NPAS2,5.0
RPL31,60894.0
TBC1D8,2.0
CNOT11,119.0
RNF149,443.0
MAP4K4,214.0
IL1R1,2.0
IL18R1,12.0
IL18RAP,4.0
MFSD9,21.0
TMEM182,8.0
MRPS9,186.0
TGFBRAP1,42.0
AC012360.4,7.0
RP11-332H14.2,145.0
C2orf49,124.0
FHL2,9.0
NCK2,203.0
C2orf40,114.0
UXS1,527.0
RGPD3,3.0
SULT1C2,2.0
GCC2,1440.0
LIMS1,393.0
RANBP2,200.0
CCDC138,26.0
EDAR,14.0
SH3RF3,10.0
SEPT10,3.0
SOWAHC,4.0
RGPD5,32.0
MALL,2.0
NPHP1,4.0
LINC00116,399.0
BUB1,6.0
BCL2L11,52.0
MIR4435-2HG,24.0
RP11-803D5.4,3.0
AC017002.1,2.0
ANAPC1,73.0
TMEM87B,59.0
FBLN7,172.0
ZC3H8,634.0
ZC3H6,174.0
TTL,39.0
POLR1B,46.0
CHCHD5,288.0
AC079922.3,37.0
SLC20A1,149.0
PSD4,91.0
PAX8,4.0
RP11-65I12.1,41.0
RP11-480C16.1,2.0
CBWD2,64.0
RABL2A,103.0
SLC35F5,23.0
AC104653.1,8.0
RP11-141B14.1,25.0
ACTR3,945.0
DDX18,1160.0
AC009404.2,16.0
CCDC93,87.0
INSIG2,147.0
AC093901.1,4.0
C2orf76,52.0
DBI,881.0
TMEM177,63.0
PTPN4,326.0
EPB41L5,7.0
TMEM185B,27.0
RALB,55.0
CLASP1,60.0
NIFK-AS1,243.0
NIFK,458.0
TSN,320.0
GYPC,1619.0
BIN1,894.0
ERCC3,84.0
MAP3K2,211.0
IWS1,242.0
AC010976.2,3.0
LIMS2,21.0
WDR33,386.0
SFT2D3,85.0
POLR2D,192.0
AMMECR1L,26.0
RP11-395A13.2,60.0
SAP130,25.0
UGGT1,88.0
HS6ST1,7.0
SMPD4,89.0
MZT2B,1922.0
CCDC115,404.0
IMP4,267.0
PTPN18,168.0
TISP43,4.0
ARHGEF4,6.0
FAM168B,84.0
PLEKHB2,255.0
MZT2A,1109.0
CCDC74A,3.0
C2orf27B,1.0
AJ239322.1,5.0
MGAT5,24.0
CCNT2-AS1,11.0
CCNT2,82.0
RAB3GAP1,202.0
ZRANB3,16.0
R3HDM1,90.0
UBXN4,920.0
MCM6,64.0
DARS,448.0
DARS-AS1,10.0
CXCR4,809.0
AC097721.2,2.0
SPOPL,25.0
ARHGAP15,882.0
RP11-570L15.2,1.0
GTDC1,24.0
ZEB2,29.0
ACVR2A,19.0
ORC4,191.0
MBD5,163.0
EPC2,99.0
KIF5C,28.0
MMADHC,463.0
RBM43,104.0
NMI,322.0
RIF1,245.0
ARL5A,506.0
STAM2,37.0
PRPF40A,530.0
ARL6IP6,201.0
NR4A2,5.0
GPD2,21.0
ERMN,3.0
CYTIP,1254.0
ACVR1C,33.0
ACVR1,45.0
RP11-546J1.1,6.0
RP11-1152H14.1,3.0
PKP4,15.0
DAPL1,23.0
WDSUB1,43.0
BAZ2B,66.0
AC009961.3,13.0
MARCH7,387.0
CD302,3.0
LY75,45.0
RBMS1,563.0
TANK,274.0
AC009299.3,8.0
PSMD14,138.0
DPP4,198.0
IFIH1,50.0
GCA,91.0
GALNT3,6.0
TTC21B,57.0
STK39,25.0
CERS6,70.0
BBS5,4.0
FASTKD1,32.0
PPIG,1012.0
PHOSPHO2,20.0
KLHL23,9.0
SSB,1152.0
METTL5,436.0
UBR3,70.0
GORASP2,334.0
TLK1,500.0
METTL8,93.0
DCAF17,33.0
DYNC1I2,423.0
SLC25A12,34.0
HAT1,220.0
METAP1D,127.0
ITGA6,101.0
AC078883.3,30.0
AC093818.1,35.0
PDK1,194.0
AC013461.1,16.0
CDCA7,9.0
SP3,212.0
RP11-394I13.2,3.0
OLA1,363.0
CIR1,585.0
SCRN3,31.0
GPR155,302.0
AC010894.3,3.0
WIPF1,802.0
CHN1,11.0
ATF2,116.0
ATP5G3,1156.0
KIAA1715,101.0
MTX2,110.0
LINC01116,44.0
HNRNPA3,953.0
NFE2L2,659.0
RP11-337N6.1,2.0
AGPS,78.0
TTC30B,10.0
TTC30A,2.0
PDE11A,3.0
RBM45,55.0
AC009948.5,30.0
PRKRA,254.0
DFNB59,2.0
FKBP7,9.0
PLEKHA3,159.0
TTN-AS1,34.0
TTN,57.0
RP11-65L3.4,5.0
RP11-171I2.5,2.0
RP11-171I2.2,2.0
RP11-171I2.3,2.0
CCDC141,53.0
SESTD1,10.0
CWC22,156.0
UBE2E3,251.0
AC104820.2,45.0
ITGA4,220.0
SSFA2,25.0
DNAJC10,88.0
NCKAP1,9.0
DUSP19,6.0
NUP35,74.0
RP11-438L19.1,3.0
FSIP2,9.0
FSIP2-AS1,4.0
LINC01473,26.0
RP11-410E4.1,2.0
ZC3H15,676.0
ITGAV,11.0
COL5A2,3.0
WDR75,85.0
SLC40A1,248.0
ASNSD1,289.0
ANKAR,65.0
OSGEPL1,77.0
OSGEPL1-AS1,11.0
RP11-455J20.3,11.0
ORMDL1,848.0
PMS1,64.0
HIBCH,173.0
INPP1,10.0
MFSD6,41.0
RP11-647K16.1,4.0
NEMP2,48.0
AC093388.3,6.0
NAB1,17.0
GLS,228.0
STAT1,175.0
STAT4,322.0
NABP1,138.0
RP11-762E8.1,2.0
AC064834.2,3.0
SLC39A10,104.0
STK17B,1272.0
RP11-347P5.1,375.0
AC020571.3,80.0
CCDC150,8.0
GTF3C3,79.0
PGAP1,34.0
ANKRD44,577.0
AC013264.2,183.0
SF3B1,690.0
COQ10B,238.0
HSPD1,1072.0
HSPE1,1167.0
MOB4,300.0
MARS2,19.0
PLCL1,49.0
FTCDNL1,11.0
C2orf69,177.0
TYW5,86.0
C2orf47,82.0
SPATS2L,16.0
KCTD18,72.0
SGOL2,70.0
BZW1,534.0
CLK1,587.0
PPIL3,369.0
NIF3L1,116.0
ORC2,114.0
FAM126B,203.0
NDUFB3,706.0
CFLAR,410.0
CFLAR-AS1,3.0
CASP10,99.0
CASP8,696.0
ALS2CR12,5.0
TRAK2,63.0
STRADB,72.0
TMEM237,19.0
ALS2,19.0
SUMO1,865.0
NOP58,437.0
RP11-686O6.2,25.0
BMPR2,85.0
FAM117B,101.0
ICA1L,141.0
WDR12,100.0
CARF,179.0
NBEAL1,5237.0
CYP20A1,678.0
ABI2,249.0
RAPH1,4.0
CD28,313.0
CTLA4,3.0
ICOS,215.0
PARD3B,2.0
INO80D,80.0
AC007383.3,7.0
NDUFS1,156.0
AC007383.4,9.0
EEF1B2,16540.0
ZDBF2,20.0
ADAM23,2.0
FASTKD2,88.0
KLF7,130.0
CREB1,347.0
METTL21A,209.0
CCNYL1,14.0
AC096772.6,9.0
PLEKHM3,2.0
IDH1,80.0
IDH1-AS1,1.0
PIKFYVE,64.0
RPE,45.0
KANSL1L,14.0
RP11-260M2.1,17.0
AC007038.7,12.0
AC006994.2,7.0
LANCL1,74.0
CPS1,6.0
IKZF2,5.0
SPAG16,76.0
BARD1,29.0
ATIC,211.0
FN1,26.0
MREG,19.0
PECR,74.0
TMEM169,11.0
XRCC5,908.0
PKI55,10.0
SMARCAL1,50.0
AC098820.4,4.0
RPL37A,29696.0
DIRC3,2.0
ARPC2,2729.0
AAMP,410.0
PNKD,422.0
TMBIM1,253.0
SLC11A1,9.0
CTDSP1,281.0
RP11-378A13.2,6.0
VIL1,4.0
USP37,63.0
RQCD1,222.0
RP11-548H3.1,7.0
ZNF142,19.0
BCS1L,58.0
RNF25,78.0
STK36,4.0
TTLL4,18.0
WNT10A,11.0
RP11-33O4.1,3.0
SLC23A3,14.0
CNPPD1,232.0
FAM134A,404.0
ZFAND2B,274.0
ATG9A,60.0
ANKZF1,383.0
GLB1L,23.0
STK16,101.0
TUBA4A,745.0
DNAJB2,242.0
DNPEP,275.0
AC053503.4,4.0
SPEG,7.0
GMPPA,85.0
CHPF,25.0
STK11IP,35.0
EPHA4,22.0
SGPP2,4.0
RP11-16P6.1,3.0
FARSB,104.0
ACSL3,105.0
AP1S3,6.0
WDFY1,52.0
MRPL44,217.0
SERPINE2,49.0
CUL3,176.0
DOCK10,161.0
NYAP2,4.0
IRS1,11.0
RHBDD1,44.0
AC097662.2,3.0
MFF,408.0
AGFG1,52.0
SLC19A3,2.0
CCL20,2.0
TRIP12,113.0
FBXO36,9.0
AC009950.2,12.0
SP110,355.0
SP140,127.0
SP140L,233.0
SP100,593.0
CAB39,189.0
ITM2C,204.0
GPR55,15.0
PSMD1,163.0
ARMC9,3.0
NCL,1502.0
LINC00471,5.0
PTMA,22686.0
PDE6D,108.0
COPS7B,182.0
DIS3L2,118.0
TIGD1,58.0
EIF4E2,223.0
EFHD1,7.0
GIGYF2,139.0
INPP5D,253.0
ATG16L1,66.0
SAG,8.0
RP11-400N9.1,18.0
DGKD,107.0
USP40,39.0
AC097713.4,12.0
ARL4C,960.0
ACKR3,2.0
AC105760.2,2.0
COPS8,196.0
COL6A3,10.0
LRRFIP1,865.0
RAMP1,2.0
UBE2F,213.0
SCLY,40.0
FAM132B,9.0
ILKAP,208.0
HES6,10.0
PER2,25.0
TRAF3IP1,13.0
ASB1,50.0
HDAC4,37.0
AC062017.1,55.0
NDUFA10,315.0
MYEOV2,1089.0
ANKMY1,59.0
DUSP28,68.0
RNPEPL1,318.0
CAPN10-AS1,73.0
CAPN10,52.0
GPR35,4.0
SNED1,23.0
MTERF4,821.0
PASK,1026.0
PPP1R7,343.0
HDLBP,227.0
SEPT2,428.0
FARP2,12.0
STK25,155.0
THAP4,109.0
ATG4B,142.0
DTYMK,101.0
AC133528.2,18.0
ING5,137.0
D2HGDH,89.0
AC114730.7,4.0
PDCD1,2.0
AC093642.3,3.0
RP11-341N2.1,3.0
TRNT1,142.0
CRBN,801.0
RP11-97C16.1,23.0
SUMF1,46.0
LRRN1,1.0
SETMAR,25.0
ITPR1-AS1,5.0
ITPR1,39.0
AC018816.3,12.0
BHLHE40,34.0
ARL8B,147.0
AC026202.3,4.0
RP11-572B2.1,4.0
EDEM1,181.0
LMCD1,4.0
RAD18,32.0
SRGAP3,7.0
THUMPD3-AS1,1365.0
THUMPD3,130.0
SETD5,358.0
LHFPL4,27.0
MTMR14,189.0
BRPF1,71.0
OGG1,80.0
CAMK1,3.0
TADA3,257.0
ARPC4,644.0
TTLL3,88.0
RP11-266J6.2,4.0
RPUSD3,214.0
JAGN1,404.0
IL17RC,6.0
CRELD1,87.0
PRRT3,95.0
PRRT3-AS1,4.0
RP11-1020A11.2,5.0
EMC3,264.0
FANCD2,38.0
BRK1,1399.0
VHL,210.0
IRAK2,8.0
TATDN2,63.0
LINC00852,19.0
GHRL,124.0
GHRLOS,13.0
SEC13,224.0
ATG7,46.0
VGLL4,146.0
TAMM41,90.0
TSEN2,93.0
MKRN2,140.0
RAF1,338.0
CAND2,5.0
RPL32,84930.0
IQSEC1,90.0
NUP210,229.0
HDAC11,26.0
WNT7A,62.0
CHCHD4,72.0
TMEM43,147.0
AC093495.4,5.0
XPC,446.0
LSM3,714.0
SLC6A6,51.0
CCDC174,319.0
FGD5-AS1,281.0
NR2C2,64.0
MRPS25,234.0
RBSN,47.0
CAPN7,154.0
SH3BP5-AS1,26.0
SH3BP5,121.0
METTL6,49.0
EAF1,54.0
EAF1-AS1,6.0
COLQ,2.0
HACL1,142.0
BTD,106.0
ANKRD28,39.0
DPH3,135.0
OXNAD1,354.0
RFTN1,141.0
RP11-415F23.2,31.0
RP11-415F23.3,3.0
RP11-415F23.4,13.0
PLCL2,77.0
TBC1D5,56.0
SATB1,834.0
EFHB,3.0
RAB5A,210.0
KAT2B,22.0
SGOL1,15.0
RP11-669C19.1,5.0
ZNF385D,7.0
UBE2E2,23.0
UBE2E1,254.0
NKIRAS1,22.0
RPL15,28748.0
NR1D2,98.0
RARB,4.0
TOP2B,224.0
NGLY1,277.0
OXSM,58.0
NEK10,4.0
SLC4A7,138.0
RP11-222K16.2,11.0
EOMES,31.0
CMC1,205.0
AZI2,188.0
ZCWPW2,7.0
TGFBR2,359.0
STT3B,424.0
OSBPL10,26.0
GPD1L,32.0
CMTM8,188.0
CMTM7,370.0
CMTM6,330.0
DYNC1LI1,145.0
CNOT10,107.0
CCR4,6.0
GLB1,110.0
TMPPE,1.0
CRTAP,141.0
FBXL2,18.0
UBP1,57.0
CLASP2,64.0
RP11-10C24.3,1.0
PDCD6IP,283.0
RP11-640L9.1,3.0
TRANK1,64.0
EPM2AIP1,408.0
MLH1,83.0
LRRFIP2,104.0
GOLGA4,545.0
C3orf35,2.0
CTDSPL,5.0
VILL,72.0
PLCD1,54.0
DLEC1,1.0
ACAA1,262.0
MYD88,98.0
OXSR1,87.0
XYLB,3.0
ACVR2B,23.0
EXOG,215.0
WDR48,139.0
GORASP1,24.0
TTC21A,18.0
CSRNP1,31.0
CX3CR1,8.0
SLC25A38,217.0
RPSA,24788.0
EIF1B,573.0
ENTPD3-AS1,90.0
RPL14,34506.0
ZNF619,14.0
ZNF620,16.0
ZNF621,41.0
CTNNB1,396.0
ULK4,22.0
TRAK1,13.0
VIPR1,73.0
VIPR1-AS1,3.0
SEC22C,162.0
SS18L2,634.0
NKTR,1037.0
HIGD1A,172.0
ZNF662,12.0
POMGNT2,24.0
SNRK,201.0
RP11-188P20.3,3.0
ANO10,22.0
ABHD5,42.0
TCAIM,65.0
ZNF445,106.0
ZNF852,5.0
ZKSCAN7,5.0
ZNF660,2.0
ZNF197,15.0
RP11-348P10.2,2.0
ZNF502,18.0
ZNF501,18.0
KIAA1143,270.0
KIF15,4.0
TMEM42,146.0
ZDHHC3,123.0
EXOSC7,197.0
LARS2,16.0
LIMD1,34.0
LIMD1-AS1,10.0
SACM1L,135.0
LZTFL1,37.0
CCR9,3.0
FYCO1,30.0
CXCR6,4.0
CCR5,3.0
LRRC2,8.0
ALS2CL,17.0
TMIE,13.0
CCDC12,699.0
NBEAL2,21.0
SETD2,159.0
KIF9-AS1,13.0
KIF9,23.0
KLHL18,49.0
RP11-708J19.1,69.0
PTPN23,38.0
SCAP,87.0
ELP6,143.0
SMARCC1,234.0
DHX30,186.0
MAP4,114.0
ZNF589,42.0
NME6,123.0
CCDC51,45.0
TMA7,6157.0
ATRIP,3.0
ATRIP.1,6.0
SHISA5,378.0
PFKFB4,3.0
UQCRC1,296.0
SLC26A6,46.0
NCKIPSD,27.0
IP6K2,185.0
PRKAR2A,167.0
PRKAR2A-AS1,4.0
SLC25A20,52.0
ARIH2OS,91.0
ARIH2,220.0
RP13-131K19.1,10.0
RP13-131K19.2,3.0
RP13-131K19.7,5.0
P4HTM,171.0
WDR6,268.0
DALRD3,128.0
NDUFAF3,640.0
IMPDH2,837.0
RP13-131K19.6,5.0
QRICH1,138.0
QARS,319.0
USP19,78.0
CCDC71,73.0
KLHDC8B,13.0
C3orf62,39.0
USP4,173.0
GPX1,756.0
RHOA,1152.0
TCTA,100.0
AMT,12.0
NICN1,44.0
DAG1,16.0
APEH,145.0
MST1,9.0
RNF123,54.0
GMPPB,107.0
IP6K1,148.0
FAM212A,14.0
UBA7,122.0
TRAIP,13.0
MON1A,33.0
RBM6,517.0
RBM5,412.0
RBM5-AS1,8.0
SEMA3F-AS1,3.0
GNAI2,528.0
U73166.2,6.0
IFRD2,193.0
HYAL3,6.0
NAT6,47.0
HYAL2,14.0
TUSC2,259.0
RASSF1,106.0
RASSF1-AS1,7.0
ZMYND10,4.0
NPRL2,201.0
CYB561D2,167.0
TMEM115,104.0
CACNA2D2,4.0
CYB561D2.1,151.0
C3orf18,23.0
HEMK1,207.0
CISH,53.0
MAPKAPK3,98.0
RP11-804H8.6,12.0
MANF,580.0
RBM15B,131.0
VPRBP,63.0
RAD54L2,84.0
TEX264,294.0
RRP9,110.0
PARP3,4.0
PCBP4,31.0
ABHD14B,779.0
ABHD14A,267.0
ACY1,2.0
RPL29,28808.0
DUSP7,47.0
POC1A,3.0
ALAS1,70.0
TWF2,397.0
RP5-1157M23.2,12.0
PPM1M,119.0
WDR82,409.0
GLYCTK,25.0
DNAH1,5.0
BAP1,96.0
PHF7,60.0
TNNC1,12.0
NISCH,122.0
NT5DC2,3.0
SMIM4,216.0
